Year,Month,PRCP,Prcp,station1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,,
1991,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1991,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1991,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1991,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1991,5,3.047411818,3.047411818,87.7641,87.9873,88.2099,88.0092,88.227,88.446,88.6665,88.8876,89.109,89.331,89.553,90.0042,90.0591,88.9464,88.5993,88.6917,88.9038,89.1189,89.337,89.5572,89.9286,92.1774,92.0778,91.2117,89.4825,89.151,89.1561,89.3562,89.5671,89.7846,90.1524,95.2251,95.3379,97.1907,98.6241,94.1976,91.0416,89.6037,89.8008,90.2568,97.2216,98.0448,98.8074,96.3609,93.9738,90.9837,90.192,90.4785,98.5116,98.2632,93.333,90.3816,90.582,90.7764,99.5871,,
1991,6,0.484489455,0.484489455,17.3019,9.3993,5.6028,18.0294,19.962,19.707,2.8164,2.6997,3.2214,18.2535,22.77,10.1871,13.0203,15.3948,13.0761,34.2705,29.5872,19.6362,9.1071,11.3889,12.795,8.0619,10.4688,11.6376,18.2754,38.8383,37.0767,28.8894,13.2753,10.0662,10.1268,4.7979,6.6117,4.7466,2.7315,19.6101,33.1986,32.2254,21.7698,10.0185,3.9384,3.7788,3.1359,12.6024,22.8951,27.5709,12.741,10.5612,3.3615,5.6946,25.056,12.2733,11.2314,11.3649,2.5491,,
1991,7,0.525606727,0.525606727,14.4282,24.3135,31.776,14.5293,14.5377,13.9767,17.7894,22.59,31.4433,24.0591,35.136,15.135,15.1053,14.8008,14.6391,14.826,14.3925,16.9263,18.8604,15.1413,16.6176,15.5685,15.5778,15.2913,14.6787,14.3577,14.3973,14.0202,14.4024,13.8534,12.7071,16.3467,16.3794,16.8111,17.0682,15.8745,14.9637,14.3079,13.3473,10.272,16.7364,16.9743,17.0337,16.4118,15.7386,14.766,7.965,5.6577,16.9515,16.9149,13.4238,4.7562,3.3141,2.2359,17.1225,0.525606727,
1991,8,1.144326727,1.144326727,37.4922,53.3055,71.5701,35.8128,38.6919,51.5529,66.8418,70.5063,72.9789,59.3283,63.0438,26.0424,27.6498,31.419,31.4592,43.6986,50.9721,58.6563,43.9671,34.197,34.6953,21.5742,23.2632,25.7865,31.6338,40.2306,44.7534,46.7406,35.3136,30.2148,29.5866,15.0081,16.0455,12.2805,9.2049,24.7485,36.6696,41.7471,34.6896,28.4304,11.841,10.6989,9.4464,18.4281,27.7422,35.2497,32.4168,30.222,10.0737,11.9646,30.2163,33.2091,32.79,33.4653,8.5722,,
1991,9,0.158174727,0.158174727,0.1347,2.3829,4.1814,0.0324,0.0528,0.4893,1.8816,2.7678,6.4221,15.0129,17.6877,0.0174,0.0228,0.0312,0.0441,0.066,0.3687,1.2198,7.0059,9.6438,10.2666,0.0183,0.0237,0.0321,0.045,0.0669,0.1098,1.1442,7.0974,9.5304,10.563,0.0192,0.0246,0.0333,0.0471,0.0723,0.1266,2.0301,7.6749,12.5328,0.0255,0.0342,0.0486,0.0768,0.1446,2.9292,18.0768,21.2283,0.0339,0.048,4.7412,24.7209,27.732,30.1821,0.0426,,
